Period,Inst_sector,Inst_sector_code,Descriptor,SNA08TRANS,Asset_liability_code,Values
2016.03,Total all sectors,900,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,103449
2016.03,Total all sectors,900,Financial assets Closing balance financial derivatives,LE00000,AFA0700,87090
2016.03,Total all sectors,900,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,152885
2016.03,Total all sectors,900,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,2970241
2016.03,Total all sectors,900,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,3312
2016.03,Total all sectors,900,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,331797
2016.03,Total all sectors,900,Financial liabilities Closing balance debt securities,LE00000,AFL0300,373918
2016.03,Total all sectors,900,Financial liabilities Closing balance loans,LE00000,AFL0400,666286
2016.03,Total all sectors,900,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,1251505
2016.03,Total all sectors,900,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,103449
2016.03,Total all sectors,900,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,87090
2016.03,Total all sectors,900,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,152885
2016.03,Total all sectors,900,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,1742278
2016.03,Total all sectors,900,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,827557
2016.03,Total all sectors,900,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,914721
2016.03,Total all sectors,900,Closing balance net worth,LE00000,B900000,1742278
2016.03,Total all sectors,900,Closing balance total liabilities and net worth,LE00000,L000000,4712518
2017.03,Non-corporate business enterprises,121,Closing balance total assets,LE00000,A000000,525059
2017.03,Non-corporate business enterprises,121,Financial assets Closing balance Total financial assets,LE00000,AFA0000,146932
2017.03,Non-corporate business enterprises,121,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2017.03,Non-corporate business enterprises,121,Financial assets Closing balance currency and deposits,LE00000,AFA0200,17957
2017.03,Non-corporate business enterprises,121,Financial assets Closing balance debt securities,LE00000,AFA0300,5897
2017.03,Non-corporate business enterprises,121,Financial assets Closing balance loans,LE00000,AFA0400,36064
2017.03,Non-corporate business enterprises,121,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,82185
2017.03,Non-corporate business enterprises,121,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,1544
2017.03,Non-corporate business enterprises,121,Financial assets Closing balance financial derivatives,LE00000,AFA0700,0
2017.03,Non-corporate business enterprises,121,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,3285
2017.03,Non-corporate business enterprises,121,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,525059
2017.03,Non-corporate business enterprises,121,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2017.03,Non-corporate business enterprises,121,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2017.03,Non-corporate business enterprises,121,Financial liabilities Closing balance debt securities,LE00000,AFL0300,834
2017.03,Non-corporate business enterprises,121,Financial liabilities Closing balance loans,LE00000,AFL0400,109667
2017.03,Non-corporate business enterprises,121,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,411232
2017.03,Non-corporate business enterprises,121,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2017.03,Non-corporate business enterprises,121,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,182
2017.03,Non-corporate business enterprises,121,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,3144
2017.03,Non-corporate business enterprises,121,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,378126
2017.03,Non-corporate business enterprises,121,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,135892
2017.03,Non-corporate business enterprises,121,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,242234
2017.03,Non-corporate business enterprises,121,Closing balance net worth,LE00000,B900000,-0
2017.03,Non-corporate business enterprises,121,Closing balance total liabilities and net worth,LE00000,L000000,525059
2017.03,Corporate business enterprises,141,Closing balance total assets,LE00000,A000000,838746
2017.03,Corporate business enterprises,141,Financial assets Closing balance Total financial assets,LE00000,AFA0000,308078
2017.03,Corporate business enterprises,141,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2017.03,Corporate business enterprises,141,Financial assets Closing balance currency and deposits,LE00000,AFA0200,34488
2017.03,Corporate business enterprises,141,Financial assets Closing balance debt securities,LE00000,AFA0300,2927
2017.03,Corporate business enterprises,141,Financial assets Closing balance loans,LE00000,AFA0400,71088
2017.03,Corporate business enterprises,141,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,95885
2017.03,Corporate business enterprises,141,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,5861
2017.03,Corporate business enterprises,141,Financial assets Closing balance financial derivatives,LE00000,AFA0700,6715
2017.03,Corporate business enterprises,141,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,91114
2017.03,Corporate business enterprises,141,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,857665
2017.03,Corporate business enterprises,141,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2017.03,Corporate business enterprises,141,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2017.03,Corporate business enterprises,141,Financial liabilities Closing balance debt securities,LE00000,AFL0300,40561
2017.03,Corporate business enterprises,141,Financial liabilities Closing balance loans,LE00000,AFL0400,243453
2017.03,Corporate business enterprises,141,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,477221
2017.03,Corporate business enterprises,141,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,893
2017.03,Corporate business enterprises,141,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,4937
2017.03,Corporate business enterprises,141,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,90601
2017.03,Corporate business enterprises,141,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,530669
2017.03,Corporate business enterprises,141,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,317612
2017.03,Corporate business enterprises,141,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,213057
2017.03,Corporate business enterprises,141,Closing balance net worth,LE00000,B900000,-18919
2017.03,Corporate business enterprises,141,Closing balance total liabilities and net worth,LE00000,L000000,838746
2017.03,Central bank,211,Closing balance total assets,LE00000,A000000,26018
2017.03,Central bank,211,Financial assets Closing balance Total financial assets,LE00000,AFA0000,25929
2017.03,Central bank,211,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2017.03,Central bank,211,Financial assets Closing balance currency and deposits,LE00000,AFA0200,12604
2017.03,Central bank,211,Financial assets Closing balance debt securities,LE00000,AFA0300,11969
2017.03,Central bank,211,Financial assets Closing balance loans,LE00000,AFA0400,756
2017.03,Central bank,211,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,149
2017.03,Central bank,211,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,0
2017.03,Central bank,211,Financial assets Closing balance financial derivatives,LE00000,AFA0700,406
2017.03,Central bank,211,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,45
2017.03,Central bank,211,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,26018
2017.03,Central bank,211,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2017.03,Central bank,211,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,19695
