Level,Description,SeriesRefSNDQ,Quarter,Weight,Amount
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2019Q4,0.0600479,3887.008
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2019Q4,0.0133286,956.842
Industry groups,Other services,SG01RSC04B01RS2,2019Q4,0.0187460,1135.203
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2019Q4,0.0855952,4977.628
Industry groups,Agriculture,SG01RSC04B01AA1,2020Q1,0.0428707,2229.893
Industry groups,Forestry and logging,SG01RSC04B01AA2,2020Q1,0.0051570,384.971
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2020Q1,0.0088492,548.179
Industry groups,Mining,SG01RSC04B01BB1,2020Q1,0.0089006,683.304
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2020Q1,0.0358229,1894.708
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2020Q1,0.0019272,126.063
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2020Q1,0.0068929,541.564
Industry groups,Printing,SG01RSC04B01CC4,2020Q1,0.0020385,139.570
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2020Q1,0.0171894,970.301
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2020Q1,0.0035858,279.300
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2020Q1,0.0095073,663.417
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2020Q1,0.0171678,1162.627
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2020Q1,0.0025794,175.039
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2020Q1,0.0277405,1786.734
Industry groups,Construction,SG01RSC04B01EE1,2020Q1,0.0701524,4335.558
Industry groups,Wholesale trade,SG01RSC04B01FF1,2020Q1,0.0449982,3212.780
Industry groups,Retail trade,SG01RSC04B01GH1,2020Q1,0.0432580,3239.724
Industry groups,Accommodation services,SG01RSC04B01GH2,2020Q1,0.0216934,1283.024
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2020Q1,0.0427386,2638.803
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2020Q1,0.0216723,2407.886
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2020Q1,0.0542536,3624.937
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2020Q1,0.0730636,4092.769
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2020Q1,0.0730450,4745.905
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2020Q1,0.0835404,5736.159
Industry groups,Administrative and support services,SG01RSC04B01MN2,2020Q1,0.0194487,1372.833
Industry groups,Local Government administration,SG01RSC04B01OO1,2020Q1,0.0049167,355.107
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2020Q1,0.0366382,2605.723
Industry groups,Education and training,SG01RSC04B01PP1,2020Q1,0.0426340,2408.125
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2020Q1,0.0600479,3870.684
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2020Q1,0.0133286,894.146
Industry groups,Other services,SG01RSC04B01RS2,2020Q1,0.0187460,1106.512
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2020Q1,0.0855952,4848.343
Industry groups,Agriculture,SG01RSC04B01AA1,2020Q2,0.0435277,2225.579
Industry groups,Forestry and logging,SG01RSC04B01AA2,2020Q2,0.0046330,309.724
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2020Q2,0.0088133,548.984
Industry groups,Mining,SG01RSC04B01BB1,2020Q2,0.0070064,520.970
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2020Q2,0.0339824,1814.828
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2020Q2,0.0020821,95.215
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2020Q2,0.0069936,439.315
Industry groups,Printing,SG01RSC04B01CC4,2020Q2,0.0017030,105.417
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2020Q2,0.0146127,848.506
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2020Q2,0.0035887,211.513
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2020Q2,0.0102998,518.603
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2020Q2,0.0180862,992.011
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2020Q2,0.0024848,143.427
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2020Q2,0.0257911,1669.578
Industry groups,Construction,SG01RSC04B01EE1,2020Q2,0.0727458,3401.624
Industry groups,Wholesale trade,SG01RSC04B01FF1,2020Q2,0.0484448,2822.449
Industry groups,Retail trade,SG01RSC04B01GH1,2020Q2,0.0463716,2829.252
Industry groups,Accommodation services,SG01RSC04B01GH2,2020Q2,0.0176773,769.211
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2020Q2,0.0356460,2074.355
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2020Q2,0.0220899,2341.708
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2020Q2,0.0550602,3686.861
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2020Q2,0.0749189,3866.096
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2020Q2,0.0766638,4798.254
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2020Q2,0.0846936,5376.311
Industry groups,Administrative and support services,SG01RSC04B01MN2,2020Q2,0.0171319,986.720
Industry groups,Local Government administration,SG01RSC04B01OO1,2020Q2,0.0047994,363.625
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2020Q2,0.0384043,2631.628
Industry groups,Education and training,SG01RSC04B01PP1,2020Q2,0.0440995,2237.365
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2020Q2,0.0648094,3731.613
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2020Q2,0.0119655,578.770
Industry groups,Other services,SG01RSC04B01RS2,2020Q2,0.0184829,915.407
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2020Q2,0.0823905,4170.776
Industry groups,Agriculture,SG01RSC04B01AA1,2020Q3,0.0435277,2391.766
Industry groups,Forestry and logging,SG01RSC04B01AA2,2020Q3,0.0046330,408.036
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2020Q3,0.0088133,613.956
Industry groups,Mining,SG01RSC04B01BB1,2020Q3,0.0070064,617.165
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2020Q3,0.0339824,1968.835
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2020Q3,0.0020821,164.458
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2020Q3,0.0069936,561.330
Industry groups,Printing,SG01RSC04B01CC4,2020Q3,0.0017030,126.250
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2020Q3,0.0146127,918.548
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2020Q3,0.0035887,296.808
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2020Q3,0.0102998,682.895
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2020Q3,0.0180862,1184.327
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2020Q3,0.0024848,211.224
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2020Q3,0.0257911,1756.431
Industry groups,Construction,SG01RSC04B01EE1,2020Q3,0.0727458,5188.554
Industry groups,Wholesale trade,SG01RSC04B01FF1,2020Q3,0.0484448,3360.757
Industry groups,Retail trade,SG01RSC04B01GH1,2020Q3,0.0463716,3523.527
Industry groups,Accommodation services,SG01RSC04B01GH2,2020Q3,0.0176773,1418.130
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2020Q3,0.0356460,2266.145
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2020Q3,0.0220899,2530.015
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2020Q3,0.0550602,3753.686
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2020Q3,0.0749189,4193.214
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2020Q3,0.0766638,4840.964
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2020Q3,0.0846936,5743.839
Industry groups,Administrative and support services,SG01RSC04B01MN2,2020Q3,0.0171319,1213.597
Industry groups,Local Government administration,SG01RSC04B01OO1,2020Q3,0.0047994,359.287
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2020Q3,0.0384043,2683.753
Industry groups,Education and training,SG01RSC04B01PP1,2020Q3,0.0440995,2376.559
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2020Q3,0.0648094,3980.028
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2020Q3,0.0119655,872.331
Industry groups,Other services,SG01RSC04B01RS2,2020Q3,0.0184829,1099.834
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2020Q3,0.0823905,4973.498
Industry groups,Agriculture,SG01RSC04B01AA1,2020Q4,0.0435277,2353.446
Industry groups,Forestry and logging,SG01RSC04B01AA2,2020Q4,0.0046330,407.660
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2020Q4,0.0088133,597.808
Industry groups,Mining,SG01RSC04B01BB1,2020Q4,0.0070064,629.300
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2020Q4,0.0339824,1926.570
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2020Q4,0.0020821,132.460
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2020Q4,0.0069936,579.823
Industry groups,Printing,SG01RSC04B01CC4,2020Q4,0.0017030,132.220
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2020Q4,0.0146127,898.499
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2020Q4,0.0035887,292.957
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2020Q4,0.0102998,685.947
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2020Q4,0.0180862,1257.816
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2020Q4,0.0024848,183.741
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2020Q4,0.0257911,1770.406
Industry groups,Construction,SG01RSC04B01EE1,2020Q4,0.0727458,4746.509
Industry groups,Wholesale trade,SG01RSC04B01FF1,2020Q4,0.0484448,3310.673
Industry groups,Retail trade,SG01RSC04B01GH1,2020Q4,0.0463716,3427.799
Industry groups,Accommodation services,SG01RSC04B01GH2,2020Q4,0.0176773,1361.006
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2020Q4,0.0356460,2352.598
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2020Q4,0.0220899,2633.743
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2020Q4,0.0550602,3791.128
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2020Q4,0.0749189,4236.233
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2020Q4,0.0766638,4903.366
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2020Q4,0.0846936,5694.487
Industry groups,Administrative and support services,SG01RSC04B01MN2,2020Q4,0.0171319,1294.691
Industry groups,Local Government administration,SG01RSC04B01OO1,2020Q4,0.0047994,356.709
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2020Q4,0.0384043,2716.540
Industry groups,Education and training,SG01RSC04B01PP1,2020Q4,0.0440995,2410.274
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2020Q4,0.0648094,4057.518
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2020Q4,0.0119655,939.393
Industry groups,Other services,SG01RSC04B01RS2,2020Q4,0.0184829,1217.680
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2020Q4,0.0823905,4813.754
Industry groups,Agriculture,SG01RSC04B01AA1,2021Q1,0.0435277,2368.380
Industry groups,Forestry and logging,SG01RSC04B01AA2,2021Q1,0.0046330,408.744
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2021Q1,0.0088133,608.435
Industry groups,Mining,SG01RSC04B01BB1,2021Q1,0.0070064,603.608
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2021Q1,0.0339824,1953.304
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2021Q1,0.0020821,164.468
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2021Q1,0.0069936,580.255
Industry groups,Printing,SG01RSC04B01CC4,2021Q1,0.0017030,131.272
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2021Q1,0.0146127,865.378
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2021Q1,0.0035887,299.808
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2021Q1,0.0102998,687.901
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2021Q1,0.0180862,1360.958
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2021Q1,0.0024848,193.062
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2021Q1,0.0257911,1759.934
Industry groups,Construction,SG01RSC04B01EE1,2021Q1,0.0727458,4818.247
Industry groups,Wholesale trade,SG01RSC04B01FF1,2021Q1,0.0484448,3433.323
Industry groups,Retail trade,SG01RSC04B01GH1,2021Q1,0.0463716,3524.215
Industry groups,Accommodation services,SG01RSC04B01GH2,2021Q1,0.0176773,1408.369
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2021Q1,0.0356460,2352.292
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2021Q1,0.0220899,2760.279
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2021Q1,0.0550602,3733.283
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2021Q1,0.0749189,4234.454
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2021Q1,0.0766638,4924.818
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2021Q1,0.0846936,5893.239
Industry groups,Administrative and support services,SG01RSC04B01MN2,2021Q1,0.0171319,1351.566
Industry groups,Local Government administration,SG01RSC04B01OO1,2021Q1,0.0047994,358.325
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2021Q1,0.0384043,2755.101
Industry groups,Education and training,SG01RSC04B01PP1,2021Q1,0.0440995,2481.710
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2021Q1,0.0648094,4169.463
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2021Q1,0.0119655,908.503
Industry groups,Other services,SG01RSC04B01RS2,2021Q1,0.0184829,1181.260
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2021Q1,0.0823905,5183.374
Industry groups,Agriculture,SG01RSC04B01AA1,2021Q2,0.0450973,2393.750
Industry groups,Forestry and logging,SG01RSC04B01AA2,2021Q2,0.0045082,399.794
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2021Q2,0.0081442,616.731
Industry groups,Mining,SG01RSC04B01BB1,2021Q2,0.0069304,593.239
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2021Q2,0.0287952,1973.604
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2021Q2,0.0020019,155.599
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2021Q2,0.0075696,568.340
Industry groups,Printing,SG01RSC04B01CC4,2021Q2,0.0017739,133.258
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2021Q2,0.0129684,929.409
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2021Q2,0.0037949,304.752
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2021Q2,0.0102494,703.396
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2021Q2,0.0171826,1333.471
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2021Q2,0.0025950,205.546
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2021Q2,0.0263029,1768.421
Industry groups,Construction,SG01RSC04B01EE1,2021Q2,0.0662214,4544.385
Industry groups,Wholesale trade,SG01RSC04B01FF1,2021Q2,0.0533561,3518.310
Industry groups,Retail trade,SG01RSC04B01GH1,2021Q2,0.0475284,3674.311
Industry groups,Accommodation services,SG01RSC04B01GH2,2021Q2,0.0186310,1604.862
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2021Q2,0.0374620,2502.460
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2021Q2,0.0216457,2824.671
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2021Q2,0.0554266,3728.458
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2021Q2,0.0723022,4299.808
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2021Q2,0.0746696,4973.581
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2021Q2,0.0891732,6107.844
Industry groups,Administrative and support services,SG01RSC04B01MN2,2021Q2,0.0186890,1433.295
Industry groups,Local Government administration,SG01RSC04B01OO1,2021Q2,0.0046700,359.350
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2021Q2,0.0377340,2748.050
Industry groups,Education and training,SG01RSC04B01PP1,2021Q2,0.0431686,2478.760
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2021Q2,0.0665548,4251.080
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2021Q2,0.0114998,944.764
